movie_id,title,overview,genre_ids,split
5861,I'm Not There,Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his,"[18, 10402]",test
764,Manhattan,Manhattan explores how the life of a middle-aged television writer dating a teenage girl,"[35, 18, 10749]",test
4105,Margin Call,A thriller that revolves around the key people at an investment bank,"[53, 18]",test
6763,Three Floors,Follows the lives of three families who live,[18],test
8256,Neuilly Yo Mama!,Samy moves from the underdeveloped crime-ridden French,[35],test
3483,10 Cloverfield Lane,"After a catastrophic car crash, a young woman wakes up in a survivalist's underground bunker, where he","[53, 878, 18, 27]",test
8226,How to Lose Friends & Alienate People,"Sidney Young is a down-on-his-luck journalist. Thanks to a stint involving a pig and a glitzy awards ceremony, Sidney turns his fortunes around, attracting the attention of Clayton Harding, editor","[35, 10749, 18]",test
4316,Ashfall,A group of unlikely heroes from across the Korean peninsula try to save,"[28, 12, 53]",test
3917,Clash of the Titans,"To win the right to marry his love, the beautiful princess Andromeda, and fulfil his destiny, half-God-half-mortal","[12, 14, 28]",test
1199,The Train,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have","[10752, 53]",test
731,Safety Last!,When a store clerk organizes a contest to climb the outside of,"[35, 10749]",test
5218,Rambo: First Blood Part II,John Rambo is released from prison by the government for a top-secret covert mission,"[28, 12, 53, 10752]",test
5136,The Trip,"When Steve Coogan is asked by The Observer to tour the country's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend.","[35, 18]",test
8940,Henry's Crime,An aimless man is sent to prison for a crime he did not,"[80, 35]",test
6940,Archive,"2038: George Almore is working on a true human-equivalent AI, and his latest prototype is almost ready. This sensitive phase is","[878, 18, 14, 53]",test
4263,Justice League: The New Frontier,"The human race is threatened by a powerful creature, and only the combined power of Superman, Batman, Wonder Woman, Green Lantern, Martian Manhunter and The","[28, 12, 16, 878]",test
6066,God Willing,"The son of an atheist, authoritarian father, believed",[35],test
2945,Gia,Gia Carangi meteorically rises to modeling fame in the late,"[10749, 18]",test
4732,The Longest Yard,A football player-turned-convict organizes a team of inmates to play against a team of prison guards. His dilemma is that the warden asks,"[35, 18, 80]",test
8744,Phantom,The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced,[53],test
6262,A California Christmas,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch","[35, 10749, 18]",test
5233,Something's Gotta Give,"When perpetually single, aging music industry exec Harry Sanborn, and his latest trophy girlfriend, Marin, arrive at her mother's beach house in the Hamptons, they find that her mother, playwright Erica Barry, also plans to stay for the weekend. Erica is scandalized by the relationship","[18, 35, 10749]",test
6947,Return of the Hero,"France, 1809. Captain Neuville is called to the front, leaving his future bride heartbroken.","[36, 35]",test
6591,The Collection,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is","[27, 53]",test
997,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her,"[35, 18, 10749]",test
5071,Pollock,"In August of 1949, Life Magazine ran a banner headline that begged the question: ""Jackson Pollock: Is he the greatest living painter in the United States?"" The film is a look back into the life of an extraordinary man, a man who","[18, 36]",test
8027,Fortress,"In the future, the inmates of a private underground prison are computer-controlled with cameras, dream readers, and devices that can cause pain or death.","[28, 53, 878]",test
9716,17 Girls,"When Camille accidentally becomes pregnant, she encourages her friends and fellow high school classmates to follow suit. It's only a matter",[18],test
9919,Toys,"Leslie Zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle,","[10751, 14, 35, 878]",test
8209,House of Wax,A group of unwitting teens are stranded near a strange wax museum and,"[9648, 27, 53]",test
7139,The Little Shop of Horrors,"Seymour works in a skid row florist shop and is in love with his beautiful co-worker, Audrey.","[27, 35, 14]",test
9944,The Phantom,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent,"[12, 28]",test
8063,The Brats,"Newly engaged, Thomas meets his future father-in-law Gilbert, who has been married for 30 years to Suzanne. Disillusioned Gilbert is convinced that his marriage has meant he's missed out on life. He persuades Thomas not to marry his daughter Lola and",[35],test
5046,Patriot Games,"When CIA Analyst Jack Ryan interferes with an IRA assassination,","[18, 28, 53, 80]",test
293,Barry Lyndon,An Irish rogue uses his cunning and wit to work his way up the social classes,"[18, 10749, 10752, 36]",test
553,Sunrise: A Song of Two Humans,A married farmer falls under the spell of a slatternly woman from,"[18, 10749]",test
7939,The 51st State,An American master chemist plans to score big on a once in a lifetime drug deal.,"[53, 28, 35, 80]",test
4233,Underworld,Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named,"[14, 28, 53]",test
9238,Maggie's Plan,"Maggie's plan to have a baby on her own with a sperm donor is derailed when she falls in love with John, an older married professor, destroying his volatile marriage to the brilliant and impossible Georgette. But","[18, 10749, 35]",test
4951,Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws","[10751, 35, 12, 14]",test
7035,The Assistant,A searing look at a day in the life of an assistant to a powerful executive. As Jane follows,[18],test
8603,Robin Hood,A war-hardened Crusader and his Moorish commander mount,"[12, 28, 53, 14]",test
3330,Hoosiers,Failed college coach Norman Dale gets a chance at redemption when he is hired to coach a high school basketball team in a tiny Indiana town. After a teacher persuades star player Jimmy Chitwood to,"[18, 10751]",test
4255,The Pit and the Pendulum,"In the sixteenth century, Francis Barnard travels to Spain to clarify the strange circumstances of","[27, 9648, 18]",test
1293,Training Day,"On his first day on the job as a narcotics officer, a","[28, 80, 18]",test
540,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1,"[28, 18]",test
4235,Barbarian,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has","[27, 53]",test
6601,FernGully: The Last Rainforest,"When a sprite named Crysta shrinks a human boy, Zak, down to her size, he vows to help the magical fairy folk stop a greedy logging company from destroying their home:","[10751, 14, 16, 12]",test
1973,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an","[28, 12, 878]",test
6557,Nighthawks,"When one of Europe's most lethal terrorists shows up in New York, an","[28, 80, 53]",test
5705,Super Troopers,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After","[35, 80, 9648]",test
5731,The Witches of Eastwick,Three single women in a picturesque Rhode Island village have their wishes granted -,"[35, 14, 27]",test
7665,Push,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band","[878, 28, 12, 53]",test
7180,Insidious: The Last Key,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a","[27, 53]",test
977,Stagecoach,A group of people traveling on a stagecoach find their journey complicated by,"[37, 12]",test
9691,Be Cool,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting","[35, 80]",test
8418,Tin & Tina,"After a traumatic miscarriage, Lola and her husband, Adolfo, adopt Tin and Tina, a lovely albino","[27, 53, 9648]",test
3626,Compartment No. 6,A young Finnish woman escapes an enigmatic love affair in Moscow by boarding a train to the arctic port of Murmansk. Forced to share the long ride and,[18],test
2034,Justice League: Crisis on Two Earths,"A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues","[28, 12, 16, 878, 14]",test
4098,The Strange Thing About the Johnsons,A father gets trapped in a one-sided,"[18, 27]",test
9643,Wanderlust,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding","[35, 10749]",test
4179,Flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground.",[18],test
6176,For Love of the Game,A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he,"[18, 10749]",test
7119,Taken 3,Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued,"[53, 28]",test
2173,Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen","[12, 14, 10749, 10751]",test
189,The Father,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his",[18],test
7372,He Never Died,Jack is a solitary man with a mysterious past. His strange habits,"[35, 18, 14, 27, 53]",test
1626,Saw,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the","[27, 9648, 80]",test
563,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.","[878, 28, 12]",test
1784,Grease,Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're,"[10749, 35]",test
6167,Bride & Prejudice,Mrs. Bakshi is eager to find suitors for her four unmarried daughters when a family friend,"[18, 35, 10749]",test
7022,Severance,Seven employees of an international weapons manufacturer are treated to a team-building weekend at the company’s newly built luxury,"[27, 35, 53]",test
7046,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of","[80, 53]",test
6244,Life,The six-member crew of the International Space Station is tasked with studying a sample from Mars,"[27, 878, 9648, 53]",test
1057,10 Things I Hate About You,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister","[35, 10749, 18]",test
645,The King of Comedy,Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking,"[18, 35]",test
371,Don't Look Now... We're Being Shot At!,"During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France","[35, 10752]",test
5995,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take","[28, 12, 80, 53]",test
8216,Shaft,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two","[28, 12, 80, 53]",test
3421,Wild,A woman with a tragic past decides to start her new life,[18],test
1869,Possession,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects",[27],test
5536,Star Trek III: The Search for Spock,A surprise visit from Spock's father provides a,"[878, 28, 12, 53]",test
6922,King Arthur,"The story of the Arthurian legend, based on the 'Sarmatian hypothesis' which contends that the legend has a historical nucleus in the Sarmatian","[12, 10752, 36, 28, 18]",test
6810,Second Act,"Value Shop assistant manager Maya Vargas wants only one thing for her 43rd birthday -- a promotion. While her résumé may not scream upper management, her track record certainly does; she is an innovator who listens to her customers","[10749, 35]",test
4033,Mad God,"A figure known as ""The Assassin"" descends from the heavens","[16, 14, 27, 878, 10752]",test
8510,She-Devil,A cunning and resourceful housewife vows revenge on her husband,[35],test
8582,The Karate Kid Part III,"Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins","[28, 10751, 18, 12]",test
8712,Righteous Kill,Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they,"[80, 53, 9648]",test
1427,Glory,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company,","[18, 36, 10752]",test
2328,"Planes, Trains and Automobiles","An irritable marketing executive, Neal Page, is heading home to Chicago for Thanksgiving when a number of",[35],test
7303,Chernobyl: Abyss,The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and,"[18, 36, 12, 28, 14, 9648]",test
4803,Escape Plan,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his","[28, 53]",test
2657,The Driver,The Driver specializes in driving getaway cars for robberies. His exceptional talent has prevented him from being caught yet. After another successful flight from the police a self-assured detective makes it his primary,"[80, 53, 28]",test
530,An Autumn Afternoon,"Shuhei Hirayama is a widower with a 24-year-old daughter. Gradually, he comes to realize that she should not be",[18],test
3412,The Zone of Interest,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a","[18, 36, 10752]",test
7021,Great Balls of Fire!,"The story of Jerry Lee Lewis, arguably the greatest and certainly one of the wildest musicians of the 1950s. His arrogance, remarkable talent, and","[18, 36, 10402]",test
3863,The Substitute,"When an inner-city Miami schoolteacher gets her knee broken after standing up to the school's gang leader, her mercenary combat specialist boyfriend goes undercover as a substitute teacher","[28, 80, 18, 53]",test
769,BPM (Beats per Minute),"Paris, in the early 1990s: a group of young activists is desperately tied to finding the cure against an unknown lethal disease. They target the pharmaceutical",[18],test
603,Land of Mine,"In the days following the surrender of Germany in May 1945, a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast, where they are ordered to remove the more","[10752, 18, 36]",test
1826,The Way of the Dragon,"Tang Lung arrives in Rome to help his cousins in the restaurant business. They are being pressured to sell their property to the syndicate, who will stop at nothing to get what they want. When Tang","[28, 80]",test
9990,Marmaduke,When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of,"[10751, 35]",test
5454,Titan A.E.,A young man finds out that he holds the key to restoring hope and ensuring survival,"[16, 878, 12, 10751, 28]",test
4689,King of New York,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his,"[53, 80]",test
1769,Babylon,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era","[18, 35]",test
7109,The Noel Diary,"Cleaning out his childhood home at Christmas, a novelist meets a woman searching","[10749, 35, 18]",test
7040,Basilicata Coast to Coast,A music group and a journalist cross the region,"[35, 18]",test
2951,Bitter Moon,A passenger on a cruise ship develops an,"[53, 18, 10749]",test
4916,Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in","[12, 10751, 14]",test
8894,6 Below: Miracle on the Mountain,An adrenaline seeking snowboarder gets lost in a massive winter storm in the back country of the High Sierras where he,"[53, 18]",test
3547,Mamma Mia!,A spirited young bride-to-be living with her single mother on a small Greek island secretly invites three,"[35, 10749]",test
4476,Winter's Bone,"After discovering her father put their house up for his bail bond and then disappeared, 17-year-old Ree Dolly must confront the","[18, 9648]",test
5633,Seeking a Friend for the End of the World,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a","[35, 18, 10749, 12]",test
3732,The Isle,"Mute Hee-Jin is working as a clerk in a fishing resort in the Korean wilderness; selling baits, food and occasionally her body to the fishing tourists. One day","[18, 53]",test
9559,The Conference,A ragtag group of public sector employees battle not only their own,"[27, 35]",test
365,Spider-Man: No Way Home,Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks,"[28, 12, 878]",test
9417,Admission,"Straitlaced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former classmate, the freewheeling","[35, 18, 10749]",test
1174,The Six Triple Eight,"During World War II, the US Army's only all-Black, all-women battalion takes on an impossible mission: sorting through a three-year","[18, 10752, 36]",test
6956,Bandits,"After escaping from prison, Joe and Terry go on a crime spree, robbing banks through Oregon and California in order to finance their scheme for a new life south of the border.","[35, 80]",test
259,Amadeus,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards,"[36, 10402, 18]",test
5569,Flesh + Blood,A band of medieval mercenaries take revenge on a noble lord who decides not to pay them by kidnapping the betrothed of the noble's son.,"[12, 18]",test
1042,Evangelion: 1.0 You Are (Not) Alone,"After the Second Impact, Tokyo-3 is being attacked by giant monsters called Angels that seek to eradicate humankind. The child Shinji’s objective is to fight the Angels by piloting one of the mysterious Evangelion mecha","[16, 878, 28, 18]",test
5282,Colombiana,"After witnessing her parents’ murder as a child in Bogota, Cataleya Restrepo grows up to be a stone-cold assassin. She works for her uncle as a hitman by","[28, 53, 80, 18]",test
9250,Alvin and the Chipmunks: Chipwrecked,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up","[35, 14, 10751, 10402, 16]",test
7326,There's No Place Like Home,"An extended family reunites on an idyllic island to celebrate their grandparents' 50th wedding anniversary. However, a storm","[35, 18]",test
475,A Bronx Tale,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent","[18, 80]",test
7344,Waiting...,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky","[35, 10749]",test
3786,White Chicks,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the","[35, 80]",test
6347,Shaft,Cool Black private eye John Shaft is hired by a,"[28, 80, 53]",test
9922,Mutant Chronicles,It's the year 2707. Earth's natural resources have all but been exhausted by mankind. Battles rage for the remainder between the competing Corporations. During one such battle the seal is broken and awakens an,"[28, 12, 878]",test
4664,He Got Game,A basketball player's father must try to convince him to go,[18],test
5439,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod,"[28, 18, 36, 53]",test
2950,Cross of Iron,"It is 1943, and the German army—ravaged and demoralised—is hastily retreating from the Russian front. In the midst of the madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich is still vastly superior to the Russian army.","[18, 28, 36, 10752]",test
9117,Rules Don't Apply,"It's Hollywood, 1958. Small town beauty queen and devout Baptist virgin Marla Mabrey, under contract to the infamous Howard Hughes, arrives in Los Angeles. At the airport, she meets her driver Frank Forbes, who is engaged to be married to his seventh grade sweetheart and is a deeply religious Methodist. Their instant attraction not only puts their","[10749, 35, 18]",test
5908,Seoul Station,"In this animated prequel to ""Train to Busan,"" a group of survivors","[16, 27, 878, 28, 53]",test
8203,Up for Love,"Diane is a well-known lawyer, divorced for three years. She loses her mobile telephone and receives a call from the person who finds it. That person is Alexandre, a charming man and the perfect gentleman. They make a connection over the phone and agree to meet","[35, 10749, 18]",test
6735,"Roman J. Israel, Esq.","Hard-nosed liberal lawyer Roman J. Israel has been fighting the good fight forever while others take the credit. When his partner – the firm's frontman – has a heart attack, Israel suddenly takes on that role.","[18, 80, 53]",test
2161,Swades,A successful Indian scientist returns home to his village to take his nanny,[18],test
1965,All That Heaven Allows,"Two different social classes collide when Cary Scott, a wealthy upper-class widow, falls in love with her","[18, 10749]",test
21,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on,","[18, 53]",test
6143,Ice Age: A Mammoth Christmas,"When Sid accidentally destroys Manny's heirloom Christmas rock and ends up on Santa's naughty list, he leads a hilarious quest to the North Pole to make things","[16, 10751, 10770]",test
3839,Antwone Fisher,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and","[18, 36, 10749]",test
8704,Cooties,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass","[35, 27, 28, 878, 53]",test
5092,Charlie Bartlett,"Awkward teenager Charlie Bartlett has trouble fitting in at a new high school. Charlie needs some friends fast, and decides that the best way to find them is","[35, 18, 10749]",test
868,A Charlie Brown Christmas,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but","[16, 10751, 35, 10770]",test
4932,The Stepford Wives,"Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon","[9648, 53, 878, 27]",test
5225,Jack Reacher,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have","[80, 18, 53, 28]",test
2573,Upgraded,"Ana is an ambitious intern dreaming of a career in the art world while trying to impress her demanding boss Claire. When she's upgraded to first class on a work trip,","[10749, 35]",test
3624,A Conspiracy of Faith,"Denmark, 2016. A blurred note is found in a bottle that has traveled across the ocean for a long time. After deciphering the cryptic note, Department Q follow a","[80, 18, 9648, 53]",test
2062,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the","[16, 10751, 35, 28, 12]",test
8654,Men in Black: International,The Men in Black have always protected the Earth from the scum of the universe. In this new,"[35, 878, 28, 12]",test
1791,Asterix & Obelix: Mission Cleopatra,History's favorite Gauls assist Queen Cleopatra when she wagers that the Egyptian,"[10751, 14, 35, 12]",test
5534,May December,"Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under",[18],test
7704,Crossing Over,"Immigrants from around the world enter Los Angeles every day, with hopeful visions of a better life, but little notion of what that life may cost. Their desperate scenarios test the","[80, 18]",test
8983,The Man,A case of mistaken identity forces a Federal agent and a dental supply salesman to team up as they speed,"[28, 35, 80]",test
5453,Main Hoon Na,An army major goes undercover as a college student. His mission is both professional and personal:,[18],test
9626,Leprechaun 2,"A thousand years ago, the Leprechaun left a bloody trail when he ripped through the countryside in search of his stolen gold. Now he's back in the big city using all of his deadly tricks to snare the girl","[35, 27]",test
4336,Time After Time,Writer H. G. Wells pursues Jack the Ripper to modern day San Francisco after,"[12, 18, 35, 878, 53]",test
5568,"I Love You, Man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has","[35, 10749]",test
8488,An American Werewolf in Paris,An American man unwittingly gets involved with werewolves who have,"[27, 35, 14]",test
4057,Flavors of Youth,"The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities, follow the loss of youth and the daunting realization of adulthood. Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the","[16, 10749, 18]",test
3456,The Dressmaker,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she","[18, 35, 37]",test
2164,The Seventh Company Has Been Found,The second part of,"[35, 10752]",test
9966,With Open Arms,"Jean-Étienne Fougerole is an intellectual bohemian who released his new novel ""In Open Arms"" and calling the wealthiest people to welcome home the families in need. While he promotes his book during a televised debate, his opponent criticized him for",[35],test
7617,28 Days,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She","[35, 18]",test
5215,Brother Bear 2,Kenai finds his childhood human friend Nita and the two embark on a journey to burn,"[12, 16, 10751]",test
5899,Thor: The Dark World,Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and,"[28, 12, 14]",test
5683,Trust,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed","[80, 18, 53]",test
8688,King Cobra,"It’s 2006, YouTube is in its infancy, and internet porn is still behind a paywall. Taking the stage name Brent Corrigan, a fresh-faced, wannabe adult video performer","[80, 18]",test
6197,Your Sister's Sister,Iris invites her friend Jack to stay at her family's island getaway after the death of his brother.,[35],test
9850,Sleeping Beauty,"A haunting erotic fairytale about Lucy, a young University student","[18, 10749]",test
6159,Judgment Night,"Four young friends, while taking a shortcut en route to a local boxing","[28, 80, 53]",test
3199,Far from Heaven,"In 1950s Connecticut, a housewife's life is upended by","[18, 10749]",test
8679,Problem Child 2,"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire","[35, 10751]",test
1942,High Plains Drifter,A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill,"[37, 18, 9648]",test
9317,The Pact,"After their mother passes away, sisters Nicole and Annie reluctantly return to their childhood home to pay their last respects. While staying overnight in the house, the sisters sense a mysterious presence in their midst: noises startling them in the night, objects","[27, 9648, 53]",test
481,Bad Genius,"Lynn, a brilliant student, after helping her friends to get the grades","[18, 80, 53, 35]",test
3280,The Proposition,"In 1880s Australia, a lawman offers renegade Charlie Burns a difficult choice. In order to save his younger brother from the gallows, Charlie must hunt down and kill his older","[28, 12, 80, 18, 53, 37]",test
1169,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A","[18, 10749, 10402]",test
7475,The Crew,One of the members of a gang of thieves commits a serious mistake that force them to work for,"[18, 80, 53]",test
6721,Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and","[10751, 35, 12, 16]",test
297,The Passion of Joan of Arc,"A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and","[18, 36]",test
