movie_id,split
900,test
901,train
902,train
903,validation
904,train
906,train
908,train
909,train
911,train
912,train
913,train
914,train
915,train
916,test
917,train
919,test
920,train
921,validation
922,train
923,test
924,train
928,test
930,train
931,train
932,train
934,validation
935,test
936,validation
937,train
938,validation
939,test
940,train
941,validation
942,train
944,validation
945,train
946,test
947,train
948,validation
950,train
951,train
953,train
954,test
955,train
957,train
958,train
960,train
962,train
963,test
964,train
965,train
966,train
967,test
968,train
969,train
970,train
971,test
974,train
975,validation
976,train
977,test
978,train
980,train
981,train
982,validation
983,train
985,train
987,train
988,validation
989,train
990,train
991,train
992,test
993,validation
994,train
995,test
996,validation
997,test
998,test
999,train
1000,train
1001,train
1002,train
1003,validation
1004,test
1005,train
1007,train
1008,train
1009,train
1012,train
1013,train
1014,train
1015,train
1016,test
1017,train
1018,test
1020,train
1021,train
1022,train
1024,train
1025,train
1026,validation
1027,train
1029,train
1030,validation
1031,train
1032,train
1033,test
1034,test
1035,train
1036,validation
1038,validation
1040,train
1041,validation
1042,test
1043,train
1044,validation
1045,validation
1046,train
1047,test
1048,test
1049,train
1050,test
1051,train
1052,validation
1053,train
1054,test
1056,test
1057,test
1058,test
1059,train
1060,train
1061,validation
1062,validation
1063,train
1066,test
1067,train
1069,train
1070,validation
1071,train
1072,train
1073,train
1074,train
1075,train
1078,train
1079,train
1080,train
1082,train
1083,test
1085,train
1086,train
1088,train
1089,validation
1090,train
1091,train
1092,train
1093,validation
1095,train
1096,train
1097,test
1098,train
1099,validation
1101,validation
1102,train
1103,test
1104,train
1105,test
1106,train
1108,train
1109,test
1110,train
1111,train
1112,test
1113,train
1114,train
1116,train
1117,train
1118,train
1119,train
1121,train
1122,train
1124,train
1125,train
1126,test
1128,validation
1130,train
1131,train
1132,test
1133,train
1134,train
1135,train
1136,validation
1137,train
1138,train
1140,train
1141,validation
1142,validation
1144,validation
1145,train
1146,test
1148,train
1150,train
1153,train
1154,test
1156,train
1157,validation
1158,test
1159,train
1160,train
1161,train
1162,validation
1163,test
1164,train
1165,train
1166,validation
1167,validation
1169,test
1170,train
1174,test
1175,train
1176,train
1177,train
1178,validation
1179,train
1180,train
1181,train
1184,train
1185,train
1186,train
1187,train
1188,train
1189,test
1190,train
1191,train
1192,validation
1193,train
1194,train
1195,train
1197,validation
1198,train
1199,test
1202,train
1203,train
1205,train
1207,train
1208,train
1209,train
1210,test
1211,train
1212,train
1213,validation
1215,test
1217,train
1218,train
1220,train
1221,test
1222,train
1223,train
1224,test
1225,test
1226,train
1227,train
1228,validation
1229,train
1230,validation
1231,train
1233,train
1234,test
1235,test
1236,train
1238,validation
1239,validation
1240,validation
1241,train
1242,train
1244,train
1245,train
1246,train
1247,validation
1248,train
1249,train
1250,train
1251,train
1252,train
1253,test
1254,validation
1255,train
1256,test
1257,test
1260,train
1261,train
1262,train
1263,test
1265,test
1266,validation
1267,train
1268,train
1270,train
1271,test
1272,train
1273,train
1274,train
1276,train
1277,test
1278,train
1280,validation
1281,train
1282,train
1283,train
1284,validation
1285,validation
1286,train
1288,test
1289,train
1290,train
1291,test
1292,train
1293,test
1294,test
1296,test
1297,train
1298,train
1299,train
1300,train
1302,train
1303,train
1304,validation
1305,validation
1306,train
1307,train
1308,train
1309,test
1310,validation
1311,validation
1313,train
1315,train
1316,train
1317,train
1318,train
1319,train
1320,test
1322,train
1324,train
1325,train
1326,train
1327,train
1329,test
1331,train
1332,test
1333,train
1334,test
1335,test
1337,train
1338,train
1340,validation
1341,test
1342,validation
1345,validation
1346,validation
1347,train
1348,train
1352,validation
1353,train
1354,validation
1355,train
1358,train
1360,test
1361,train
1362,train
1363,validation
1364,train
1365,validation
1366,train
1367,train
1368,train
1369,train
1370,train
1371,validation
1372,train
1373,train
1374,train
1375,train
1376,train
1378,train
1379,train
1380,train
1381,train
1382,train
1383,train
1384,validation
1385,train
1386,train
1387,test
1389,train
1390,train
1391,train
1392,validation
1393,validation
1394,validation
1395,train
1396,test
1398,train
1400,train
1404,train
1406,train
1409,validation
1410,train
1412,train
1413,train
1415,test
1416,validation
1418,train
1419,test
1420,train
1421,train
1422,train
1423,validation
1425,train
1426,test
1427,test
1428,train
1429,train
1430,test
1431,train
1432,train
1437,train
1438,train
1440,train
1441,train
1442,train
1443,test
1444,train
1445,train
1446,train
1448,train
1449,train
1450,train
1453,train
1454,validation
1455,validation
1456,test
1457,train
1458,test
1459,train
1460,train
1461,train
1462,validation
1463,validation
1464,train
1465,test
1466,train
1467,train
1468,train
1470,train
1471,test
1472,validation
1474,test
1476,test
1477,train
1478,test
1479,train
1480,train
1481,train
1482,train
1483,train
1484,validation
1485,train
1486,validation
1488,train
1490,train
1491,train
1492,train
1493,train
1495,test
1496,train
1497,train
1498,validation
1499,train
1500,train
1501,train
1503,validation
1505,train
1506,train
1508,train
1509,train
1511,train
1513,test
1514,train
1516,train
1517,train
1519,train
1520,train
1521,train
1522,train
1523,train
1524,train
1525,validation
1526,test
1528,train
1529,validation
1530,train
1531,train
1532,validation
1533,train
1534,train
1535,train
1536,validation
1537,train
1538,train
1540,train
1542,validation
1543,train
1544,train
1545,validation
1546,validation
1547,validation
1548,train
1550,train
1551,train
1553,test
1554,test
1555,train
1556,train
1557,train
1559,train
1560,train
1561,train
1562,train
1563,train
1564,train
1565,train
1566,train
1568,train
1569,train
1570,train
1571,train
1572,train
1573,train
1575,test
1576,validation
1578,train
1579,train
1580,validation
1581,train
1582,train
1583,validation
1584,train
1585,train
1586,train
1587,train
1588,train
1589,train
1590,train
1592,train
1594,validation
1595,test
1596,train
1597,train
1598,test
1599,validation
1600,train
1601,train
1603,test
1604,test
1605,train
1606,train
1608,test
1609,test
1610,train
1611,train
1612,train
1613,test
1614,validation
1615,validation
1616,train
1618,train
1619,validation
1620,validation
1621,train
1622,train
1625,train
1626,test
1627,train
1628,train
1629,validation
1631,train
1632,test
1633,train
1635,train
1636,train
1638,train
1640,test
1641,validation
1643,train
1644,test
1645,test
1646,train
1647,validation
1648,train
1650,validation
1651,validation
1653,validation
1654,test
1655,train
1656,test
1657,train
1658,train
1659,train
1661,train
1662,train
1663,validation
1664,train
1665,train
1666,train
1668,train
1670,train
1672,train
1674,train
1675,train
1676,train
1677,train
1679,train
1680,train
1681,train
1682,validation
1683,test
1684,validation
1685,train
1686,test
1687,train
1688,train
1690,train
1691,train
1692,train
1695,train
1696,test
1697,train
1699,train
1700,train
1701,train
1702,train
1703,validation
1704,train
1705,validation
1706,train
1707,train
1708,validation
1709,validation
1710,validation
1711,test
1712,train
1715,test
1716,test
1717,train
1718,train
1719,test
1720,test
1721,train
1722,train
1723,train
1725,validation
1726,train
1727,train
1728,train
1729,train
1731,train
1732,train
1733,train
1734,train
1735,train
1738,test
1739,train
1740,train
1741,test
1742,train
1744,train
1745,train
1746,test
1748,train
1750,train
1751,train
1752,train
1753,train
1755,train
1756,train
1757,test
1758,validation
1759,train
1760,train
1762,validation
1763,train
1764,test
1765,train
1766,validation
1767,train
1768,train
1769,test
1771,test
1772,train
1773,validation
1774,train
1775,test
1776,validation
1777,train
1778,validation
1779,train
1780,train
1781,train
1782,train
1783,test
1784,test
1785,train
1786,train
1789,train
1790,train
1791,test
1794,train
1795,train
1796,train
1799,validation
1800,train
1802,train
1803,train
1804,validation
1805,test
1806,train
1807,validation
1809,train
1811,train
1812,train
1813,validation
1814,train
1816,train
1817,validation
1818,train
1819,test
1821,validation
1823,validation
1824,train
1825,train
1826,test
1827,train
1828,validation
1829,train
1830,train
1832,test
1833,train
1835,train
1837,test
1838,train
1839,train
1842,validation
1843,test
1844,test
1845,train
1846,train
1847,train
1848,validation
1849,train
1850,train
1852,validation
1853,train
1854,train
1856,train
1858,validation
1861,validation
1862,train
1863,train
1867,train
1868,train
1869,test
1870,train
1871,train
1873,train
1874,train
1876,train
1878,train
1879,train
1880,validation
1881,train
1882,train
1883,train
1885,validation
1886,validation
1887,validation
1888,train
1889,train
1890,validation
1891,train
1892,train
1893,train
1894,test
1896,train
1897,train
1898,test
1899,train
1900,train
1901,train
1903,train
1905,train
1906,train
1907,train
1908,train
1909,validation
1910,train
1911,train
1912,train
1913,train
1914,validation
1915,train
1916,train
1917,train
1918,train
1919,train
1920,train
1921,train
1922,train
1923,test
1924,train
1925,train
1926,train
1927,train
1928,train
1929,train
1931,train
1932,train
1933,train
1934,train
1935,test
1936,train
1937,train
1938,train
1939,train
1940,validation
1942,test
1943,test
1945,validation
1946,train
1947,train
1948,test
1949,train
1950,validation
1951,train
1952,validation
1953,train
1954,train
1955,train
1956,train
1958,train
1959,validation
1960,train
1961,validation
1962,train
1965,test
1966,train
1967,validation
1968,train
1969,train
1971,train
1972,train
1973,test
1975,train
1976,test
1977,train
1978,train
1979,test
1980,train
1981,train
1982,train
1983,train
1984,validation
1985,train
1986,test
1987,test
1988,train
1989,train
1990,train
1991,train
1992,train
1993,test
1995,train
1996,train
1998,train
1999,train
2000,train
2002,train
2003,test
2004,train
2005,train
2006,train
2007,train
2010,test
2011,train
2012,train
2013,train
2014,train
2015,validation
2017,validation
2018,train
2019,validation
2020,train
2021,train
2022,train
2023,train
2024,train
2025,train
2026,train
2027,validation
2028,train
2029,train
2030,train
2031,train
2032,train
2033,train
2034,test
2035,validation
2037,validation
2038,validation
2039,validation
2040,train
2041,train
2042,validation
2043,train
2044,train
2045,train
2046,validation
2047,train
2048,train
2049,test
2050,test
2053,test
2055,train
2056,train
2057,train
2058,test
2060,test
2061,train
2062,test
2063,test
2064,validation
2065,train
2066,test
2068,train
2070,train
2071,test
2072,train
2073,train
2074,train
2075,train
2076,train
2077,train
2078,train
2079,train
2081,validation
2082,train
2083,test
2084,train
2085,train
2087,validation
2088,train
2089,train
2092,train
2093,train
2094,train
2095,train
2096,validation
2097,train
2098,train
2099,train
2100,train
2101,train
2102,train
2103,train
2104,test
2105,train
2107,train
2108,test
2109,test
2110,train
2112,train
2113,train
2114,train
2115,validation
2116,train
2117,train
2120,train
2122,train
2123,train
2125,train
2126,test
2127,train
2128,train
2129,train
2130,validation
2131,train
2132,validation
2133,train
2134,train
2136,test
2137,test
2138,validation
2139,train
2140,train
2141,train
2143,train
2144,train
2145,train
2146,train
2147,train
2148,train
2149,train
2150,validation
2151,train
2152,train
2153,train
2154,train
2155,test
2157,test
2158,train
2160,validation
2161,test
2162,train
2163,train
2164,test
2165,train
2166,validation
2167,validation
2168,train
2169,validation
2171,train
2172,train
2173,test
2174,train
2175,train
2176,train
2177,train
2178,train
2179,train
2180,train
2181,test
2182,train
2183,train
2184,train
2186,train
2187,train
2188,test
2189,test
2190,train
2191,train
2192,train
2193,train
2194,train
2195,train
2197,train
2198,train
2199,validation
2200,test
2202,train
2203,test
2204,validation
2205,train
2206,train
2207,train
2208,validation
2209,validation
2210,test
2211,train
2212,train
2213,train
2214,train
2215,train
2216,train
2218,validation
2219,train
2220,test
2222,train
2224,train
2226,validation
2227,train
2228,train
2229,test
2230,train
2231,validation
2232,train
2234,validation
2235,train
2236,train
2237,test
2238,test
2239,train
2241,train
2242,train
2244,train
2245,validation
2246,test
2248,train
2249,train
2250,train
2251,train
2253,train
2256,train
2257,train
2259,train
2260,train
2261,train
2262,validation
2263,train
2264,train
2265,train
2268,train
2269,train
2270,train
2271,train
2272,train
2274,train
2275,test
2276,train
2277,train
2278,train
2279,train
2280,train
2281,validation
2282,train
2283,train
2284,test
2286,test
2287,train
2288,train
2291,train
2292,train
2294,train
2295,validation
2296,test
2297,train
2298,train
2302,test
2303,train
2304,train
2305,train
2306,train
2307,train
2309,train
2310,validation
2311,train
2312,train
2313,test
2314,train
2315,train
2316,validation
2317,test
2318,train
2319,test
2320,test
2323,train
2324,train
2325,train
2326,train
2327,train
2328,test
2329,train
2330,train
2331,test
2332,train
2333,train
2334,train
2335,train
2336,validation
2337,train
2338,train
2339,train
2341,validation
2342,train
2343,train
2345,validation
2347,test
2348,train
2350,test
2351,validation
2352,train
2353,train
2354,train
2355,train
2356,validation
2357,validation
2358,train
2359,train
2360,train
2361,train
2362,train
2363,train
2364,train
2368,train
2369,train
2370,train
2371,train
2374,train
2376,train
2377,validation
2379,train
2380,train
2381,train
2384,test
2385,train
2386,train
2387,validation
2388,train
2389,train
2390,train
2391,train
2393,validation
2394,train
2395,train
2397,train
2400,test
2401,train
2402,train
2403,train
2405,train
2406,test
2407,train
2410,train
2411,train
2412,train
2414,train
2416,train
2419,train
2421,train
2423,validation
2424,validation
2425,train
2426,train
2428,train
2430,train
2433,train
2434,train
2435,validation
2436,train
2438,test
2439,train
2440,validation
2443,train
2444,validation
2445,train
2446,train
2447,train
2450,validation
2451,train
2453,train
2454,train
2455,train
2458,train
2459,train
2460,train
2461,train
2462,train
2463,validation
2465,validation
2466,train
2468,train
2469,train
2470,train
2473,train
2474,test
2475,train
2477,train
2478,validation
2479,train
2481,test
2482,test
2483,train
2486,train
2487,train
2488,train
2489,test
2490,train
2491,train
2492,train
2493,train
2494,train
2495,train
2496,train
2497,train
2498,train
2500,test
2501,train
2502,test
2504,test
2505,train
2506,train
2510,train
2511,train
2512,train
2513,train
2515,train
2516,train
2517,test
2518,train
2519,train
2520,train
2521,validation
2522,train
2524,test
2525,train
2527,train
2528,train
2530,train
2531,train
2532,train
2539,train
2542,train
2543,train
2545,test
2546,validation
2547,validation
2548,train
2549,train
2550,test
2551,train
2552,validation
2553,train
2554,validation
2555,train
2556,train
2558,train
2559,train
2560,train
2561,validation
2562,validation
2563,train
2564,train
2566,validation
2567,train
2568,test
2569,train
2570,test
2571,test
2572,train
2573,test
2575,train
2576,train
2578,train
2579,train
2580,test
2581,train
2582,train
2585,train
2586,train
2587,test
2588,train
2591,train
2592,train
2593,train
2595,train
2596,validation
2597,train
2599,validation
2600,test
2601,validation
2602,train
2603,train
2604,train
2606,train
2607,train
2608,train
2609,train
2610,train
2611,test
2612,train
2615,train
2617,train
2618,validation
2619,train
2620,validation
2623,train
2625,train
2626,train
2628,validation
2629,train
2630,train
2631,train
2632,test
2633,train
2634,train
2635,test
2638,train
2639,validation
2640,train
2641,validation
2642,test
2645,test
2646,train
2647,train
2648,validation
2650,validation
2652,test
2653,train
2654,train
2655,test
2656,train
2657,test
2659,validation
2660,train
2661,train
2662,test
2663,validation
2664,train
2665,train
2666,train
2669,train
2670,validation
2671,train
2672,train
2673,train
2674,train
2675,train
2676,train
2678,train
2679,validation
2680,train
2681,train
2682,train
2683,train
2684,train
2685,train
2686,train
2687,train
2688,test
2691,train
2694,test
2696,train
2698,test
2699,test
2700,test
2701,validation
2703,train
2704,test
2705,test
2708,train
2709,train
2710,train
2711,train
2712,train
2714,train
2715,validation
2716,train
2717,train
2718,train
2719,train
2720,train
2721,train
2722,test
2723,train
2726,train
2729,train
2730,validation
2731,train
2732,train
2733,train
2734,test
2735,validation
2736,train
2737,train
2738,train
2740,train
2741,train
2743,test
2745,train
2746,train
2748,validation
2749,train
2750,train
2751,validation
2752,validation
2753,train
2754,train
2755,train
2756,train
2757,train
2758,train
2759,train
2761,test
2762,test
2763,test
2765,train
2766,validation
2767,train
2768,test
2769,train
2770,train
2772,validation
2774,test
2775,train
2776,train
2778,train
2779,train
2780,test
2782,train
2783,train
2784,train
2785,validation
2786,train
2787,train
2790,train
2791,train
2793,validation
2794,train
2796,validation
2797,train
2798,train
2799,train
2801,train
2802,train
2803,train
2804,train
2805,train
2806,train
2807,train
2808,train
2809,train
2810,train
2811,train
2812,train
2813,validation
2816,train
2817,test
2819,train
2820,train
2821,train
2822,train
2823,train
2824,train
2825,train
2826,test
2827,train
2828,train
2830,test
2832,train
2833,validation
2834,train
2835,train
2837,validation
2838,train
2841,train
2844,test
2845,train
2846,train
2847,test
2848,train
2849,train
2850,test
2851,validation
2852,test
2853,train
2854,train
2855,train
2858,test
2859,test
2860,train
2861,test
2862,train
2863,train
2864,train
2865,train
2867,validation
2868,train
2870,train
2871,train
2872,train
2873,train
2874,validation
2876,train
2877,train
2878,test
2879,train
2880,train
2881,train
2882,train
2883,train
2884,train
2885,train
2887,validation
2888,train
2889,train
2890,train
2891,train
2892,train
2893,train
2894,validation
2895,train
2896,train
2897,train
2899,train
2901,validation
2903,train
2904,train
2905,train
2906,train
2907,train
2908,validation
2909,validation
2910,train
2911,train
2912,train
2913,train
2914,validation
2916,train
2919,train
2920,train
2921,train
2922,train
2923,train
2924,validation
2925,train
2926,train
2927,train
2928,train
2929,test
2932,validation
2933,validation
2934,train
2935,train
2938,validation
2939,train
2940,train
2941,validation
2942,train
2943,train
2944,train
2945,test
2946,train
2947,train
2948,train
2949,train
2950,test
2951,test
2952,validation
2953,train
2954,validation
2955,train
2956,train
2957,test
2958,train
2959,validation
2960,validation
2961,train
2963,train
2964,validation
2965,train
2966,train
2967,train
2968,train
2970,train
2971,train
2972,train
2973,train
2975,train
2976,train
2977,train
2978,train
2979,test
2982,train
2984,train
2985,train
2986,test
2987,train
2988,train
2990,validation
2993,test
2994,test
2998,train
2999,validation
3000,train
3004,train
3005,test
3007,train
3008,train
3009,train
3010,validation
3011,train
3012,train
3014,train
3016,test
3017,train
3018,train
3019,train
3020,test
3021,train
3022,train
3024,train
3025,train
3026,test
3027,train
3028,test
3030,train
3031,train
3032,train
3033,train
3034,test
3035,train
3039,train
3040,validation
3041,train
3043,validation
3044,train
3045,train
3046,train
3048,train
3049,validation
3052,train
3053,train
3054,train
3056,train
3057,validation
3058,train
3059,train
3060,validation
3062,train
3063,train
3067,train
3068,train
3070,train
3071,train
3073,train
3074,train
3077,validation
3078,train
3079,train
3080,train
3082,train
3083,test
3085,test
3086,test
3087,train
3088,train
3090,train
3092,train
3094,train
3095,train
3096,validation
3097,train
3098,validation
3099,train
3100,train
3102,validation
3105,test
3107,validation
3108,train
3110,test
3111,train
3112,test
3113,train
3114,validation
3115,train
3116,train
3118,train
3120,train
3122,validation
3123,train
3124,train
3126,train
3127,train
3128,train
3131,train
3132,validation
3134,train
3135,train
3136,train
3137,validation
3139,validation
3141,train
3142,train
3143,test
3145,train
3146,train
3147,test
3148,validation
3149,validation
3150,train
3151,train
3152,train
3153,test
3154,train
3155,train
3156,train
3157,validation
3158,train
3159,validation
3161,train
3162,train
3164,train
3165,train
3166,test
3167,train
3168,validation
3169,test
3171,train
3172,train
3173,train
3174,train
3175,train
3176,train
3177,train
3178,train
3180,train
3181,validation
3182,train
3184,train
3185,train
3186,train
3187,train
3188,train
3189,test
3192,train
3193,train
3194,train
3195,test
3196,train
3197,validation
3198,train
3199,test
3200,train
3201,train
3202,train
3203,test
3204,train
3205,validation
3206,validation
3208,train
3209,train
3210,test
3212,train
3215,test
3216,train
3217,validation
3218,validation
3219,train
3220,train
3221,validation
3222,train
3223,train
3226,test
3228,train
3229,train
3230,test
3231,train
3232,train
3233,train
3234,test
3235,validation
3236,train
3237,train
3239,train
3240,train
3241,validation
3242,validation
3243,test
3244,train
3245,train
3246,train
3248,train
3249,train
3250,train
3251,train
3252,train
3253,test
3254,train
3255,validation
3256,train
3257,test
3258,train
3259,train
3261,test
3262,test
3263,train
3264,train
3265,train
3266,validation
3269,train
3270,train
3271,validation
3272,test
3274,train
3275,train
3276,validation
3277,validation
3279,test
3280,test
3281,train
3282,test
3283,train
3285,train
3286,train
3288,train
3289,train
3290,train
3291,train
3293,validation
3294,train
3295,train
3296,train
3297,train
3298,train
3299,train
3300,train
3303,train
3304,train
3305,validation
3306,train
3307,train
3309,train
3310,validation
3312,train
3313,validation
3314,test
3315,train
3317,test
3318,train
3319,train
3320,train
3321,train
3322,train
3323,train
3324,test
3326,train
3327,train
3329,train
3330,test
3331,validation
3332,train
3333,test
3334,train
3335,train
3337,train
3338,train
3340,test
3341,train
3342,train
3343,train
3344,train
3345,test
3346,test
3347,test
3348,train
3349,train
3351,train
3352,train
3353,train
3354,test
3355,train
3356,train
3358,train
3359,train
3360,train
3361,train
3362,test
3363,validation
3364,validation
3365,train
3366,train
3367,train
3368,train
3370,train
3371,validation
3372,train
3373,test
3374,train
3375,train
3376,train
3377,train
3378,train
3381,test
3382,train
3384,train
3387,test
3388,train
3390,train
3392,train
3393,train
3394,validation
3395,validation
3396,train
3398,train
3399,validation
3400,validation
3401,train
3402,train
3403,train
3404,train
3405,train
3406,test
3407,train
3408,test
3409,train
3410,train
3411,test
3412,test
3413,train
3414,test
3415,train
3416,train
3417,train
3418,test
3419,train
3420,validation
3421,test
3422,train
3424,train
3425,train
3426,train
3428,validation
3429,train
3430,train
3432,validation
3433,train
3434,train
3435,train
3437,train
3439,train
3441,train
3442,train
3443,train
3444,train
3445,train
3446,test
3447,train
3448,train
3449,train
3453,validation
3454,train
3456,test
3458,validation
3459,train
3460,train
3463,validation
3464,validation
3465,train
3466,train
3467,validation
3468,train
3470,train
3471,train
3472,train
3473,train
3476,train
3478,train
3480,train
3481,train
3482,validation
3483,test
3485,train
3486,train
3488,train
3489,train
3490,train
3491,validation
3492,validation
3493,train
3494,validation
3496,validation
3497,validation
3499,train
3500,train
3501,train
3502,train
3503,train
3504,train
3505,train
3506,train
3507,train
3508,test
3509,train
3511,train
3513,train
3514,validation
3515,validation
3516,train
3517,test
3518,train
3520,validation
3521,train
3522,train
3523,train
3525,validation
3526,train
3527,train
3530,train
3532,validation
3533,train
3535,train
3537,train
3538,train
3539,test
3540,train
3542,train
3543,train
3544,train
3545,train
3547,test
3548,train
3550,train
3551,train
3552,train
3553,train
3554,validation
3555,test
3557,train
3558,train
3559,train
3560,train
3561,test
3562,train
3563,train
3565,train
3566,validation
3567,validation
3569,train
3570,train
3571,validation
3572,train
3574,train
3575,train
3576,train
3577,train
3578,validation
3579,train
3580,train
3583,train
3584,train
3585,train
3586,train
3588,train
3589,train
3591,train
3593,train
3594,train
3595,validation
3596,test
3597,train
3598,train
3599,validation
3600,train
3601,train
